file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
nrao676_lc_liner.csv,4,5,0.9553214714031082,13.501126389826897,2.5125192742944575,20.343963349528163,0.9909934497816594,19.970956861705957
