file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
txs0646-176_lc_liner.csv,12,5,0.9802747863716077,27.22978905495441,2.6151696752826963,36.97210196307359,0.9974615499477378,20.466253668995556
