RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.05191800554016621,0.8692163223493256,6.2619926199261995,84,0.011904761904761904,2.12032418324547,0.9225712822263957,8.604299363057326,101.50737042320495,475,0.002105263157894737
