RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.05258613419223216,0.9573850618603941,18.20603618361845,13.058333333333334,101,0.009900990099009901,2.805456854179344,0.9736520543760501,14.040748898678414,174.49333333333334,499,0.002004008016032064
