epsilon,TT,L
0.1,11.397435897435898,22.524752475247524
0.2,13.274172185430464,14.207492795389049
0.3,13.714069591527988,10.71078431372549
0.4,12.022055763628797,8.105633802816902
0.5,12.060941115968115,7.572346179851251
0.6,13.020576131687243,7.956467661691542
0.7,14.648744251857092,8.81374281926646
0.7999999999999999,14.80589641434263,8.917249650209873
0.8999999999999999,14.568619067977767,8.730632551528075
0.9999999999999999,15.084377499333511,8.917318982387476
1.0999999999999999,16.42231713828083,9.661339790153349
1.2,17.968130802272412,10.515010781224083
1.3,19.625435034802784,11.558644656820157
1.4,21.65795577547549,12.783083472145105
1.5,22.287388220783225,13.064109589041095
1.5999999999999999,22.806133456618895,13.31517792302106
1.7,23.607466416744767,13.745507884121745
1.8,23.71017156862745,13.78673835125448
1.9,23.731938591210113,13.82385062533028
2.0,23.948022768124627,13.98225891445635
