file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
ton599_lc_liner.csv,8,4,0.75254670476616,5.729442669684781,1.8328413716493046,8.197460199480426,0.6266364225534673,7.8202197283406045
