RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.05003251417769376,0.7653246282190788,3.2083122149011656,19,0.05263157894736842,1.5123517731398597,0.6603191875226696,3.3817337461300307,35.87286874928481,575,0.0017391304347826088
