RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.04923223629517336,0.2868140054631239,5.825735880521898,3.4632683658170915,21,0.047619047619047616,1.636893855093365,0.48106530916314877,3.168029435813573,34.99954622802042,572,0.0017482517482517483
