file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
aplibrae_lc_liner.csv,2,4,0.40358911974179373,4.14428942973325,1.7654798290386147,4.044943489793448,0.48106530916314877,5.825735880521898
