file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
b2_0619+33_lc_liner.csv,14,10,0.7427178583705146,3.876455411449883,1.3968631661719766,5.181470202883951,0.8904645476772616,12.511259497492244
