RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.051076915826185315,0.9455594002306805,17.008298755186722,94,0.010638297872340425,2.6751062716748315,0.9597462514417532,17.933189655172413,193.90711700844392,412,0.0024271844660194173
