epsilon,TT,L
0.1,7.500894454382826,12.291666666666666
0.2,9.103964098728497,8.63338301043219
0.3,12.230582524271844,9.98913043478261
0.4,14.356804086099963,10.987043580683157
0.5,14.039541127654381,9.998177842565598
0.6,15.315485668789808,10.624641010913269
0.7,16.68325952170062,11.53201219512195
0.7999999999999999,17.28194598009793,11.609707884911048
0.8999999999999999,17.524289772727272,11.425823652637593
0.9999999999999999,18.299383543285984,11.670689052116124
1.0999999999999999,19.260886419434037,12.136831617402857
1.2,21.069831667543397,13.388397414086423
1.3,22.50552522966316,14.16164196900017
1.4,24.14313055365687,15.140742031005052
1.5,25.465469228627125,15.968422919992904
1.5999999999999999,26.578032230703986,16.460895840739425
1.7,28.50561797752809,17.889014509138875
1.8,29.92743523708529,18.894777713065423
1.9,30.256571087216248,19.117658312607613
2.0,31.55351449825414,19.950029165856503
