epsilon,TT,L
0.1,20.487364620938628,38.04109589041096
0.2,20.222429906542057,18.42007434944238
0.3,10.16885159937074,6.60268857356236
0.4,10.075251889168765,6.79418446160836
0.5,9.524989500209996,6.182134570765661
0.6,9.67109243697479,6.2569234349546194
0.7,9.915054545454545,6.432811547062411
0.7999999999999999,9.83890306122449,6.302566807313643
0.8999999999999999,10.018200910045502,6.426895886889461
0.9999999999999999,10.304772234273319,6.578487942003255
1.0999999999999999,10.60145366444579,6.736364866693734
1.2,11.007452703993884,6.925699300699301
1.3,11.556471787269526,7.1890517852920315
1.4,12.608164425080508,7.826118239597074
1.5,14.481192189105858,9.099618872387962
1.5999999999999999,17.56139731827805,11.318230852211435
1.7,20.72748846407383,13.635499207606973
1.8,23.01146821463967,15.24914350970689
1.9,25.281377435432713,17.027835051546393
2.0,26.855716736858525,18.240772532188842
