type,lambda
original,0.6962089205244693
FT_surrogate,0.5373157417778142
FT_surrogate,0.5362826501001349
FT_surrogate,0.5568298570786032
FT_surrogate,0.5874999192106437
FT_surrogate,0.5253385785984225
FT_surrogate,0.5564423723968993
FT_surrogate,0.6656912129300453
FT_surrogate,0.5594633200093072
FT_surrogate,0.5506121143288362
FT_surrogate,0.6692575820980426
FT_surrogate,0.6719689929376035
FT_surrogate,0.6674432222386155
FT_surrogate,0.5761682326254638
FT_surrogate,0.6508780427012685
FT_surrogate,0.5315219083310108
FT_surrogate,0.5146538959692082
FT_surrogate,0.596450423861533
FT_surrogate,0.6253709544832047
FT_surrogate,0.6096159117348994
FT_surrogate,0.5847810989509616
FT_surrogate,0.49062065553742756
FT_surrogate,0.5633933895602178
FT_surrogate,0.6243399763240849
FT_surrogate,0.5141828652468466
FT_surrogate,0.545662094007508
FT_surrogate,0.6814286375726519
FT_surrogate,0.5905807062318832
FT_surrogate,0.5265336037770966
FT_surrogate,0.5600909551542873
FT_surrogate,0.6246981248429964
FT_surrogate,0.561894658837553
FT_surrogate,0.5569143468229081
FT_surrogate,0.5067877513637872
FT_surrogate,0.6111896601719495
FT_surrogate,0.581945260121416
FT_surrogate,0.48431325496102823
FT_surrogate,0.6878032769411652
FT_surrogate,0.5195804026698622
FT_surrogate,0.5942067345130253
Shuffle_surrogate,0.49296034924234816
Shuffle_surrogate,0.47571352328979144
Shuffle_surrogate,0.4396639277220953
Shuffle_surrogate,0.5392225490211575
Shuffle_surrogate,0.43044248858487305
Shuffle_surrogate,0.5097816100096652
Shuffle_surrogate,0.5235363654938188
Shuffle_surrogate,0.4921680589204821
Shuffle_surrogate,0.4648335743987733
Shuffle_surrogate,0.594723255157747
Shuffle_surrogate,0.4667528789447238
Shuffle_surrogate,0.4964749971414032
Shuffle_surrogate,0.48411669351717823
Shuffle_surrogate,0.5004638824663349
Shuffle_surrogate,0.5287062546524436
Shuffle_surrogate,0.5055311995150177
Shuffle_surrogate,0.4104312098619556
Shuffle_surrogate,0.4223477291249111
Shuffle_surrogate,0.46763491088567793
Shuffle_surrogate,0.5361235626707465
Shuffle_surrogate,0.4677044233985418
Shuffle_surrogate,0.5294386083492838
Shuffle_surrogate,0.4542658012744224
Shuffle_surrogate,0.4557415580785338
Shuffle_surrogate,0.5068815666970901
Shuffle_surrogate,0.5096146635638039
Shuffle_surrogate,0.5468237869123663
Shuffle_surrogate,0.5311243694159319
Shuffle_surrogate,0.49859206993982796
Shuffle_surrogate,0.46348358265057304
Shuffle_surrogate,0.53623253663105
Shuffle_surrogate,0.597202459525064
Shuffle_surrogate,0.5144667948970886
Shuffle_surrogate,0.4914073522602502
Shuffle_surrogate,0.5358089740287605
Shuffle_surrogate,0.4775174309570608
Shuffle_surrogate,0.47912110173145506
Shuffle_surrogate,0.47888239202504307
Shuffle_surrogate,0.395465842273103
