file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
s3_0458-02_lc_liner.csv,4,5,0.8170165549249042,7.92010687916722,2.2545853897863086,10.509434993242946,0.8581440986823662,15.85211448290638
