type,lambda
original,1.8707016285262092
FT_surrogate,1.3358018687207955
FT_surrogate,1.1093099907651638
FT_surrogate,1.3710552580463873
FT_surrogate,1.3085101305801063
FT_surrogate,1.5517973805551653
FT_surrogate,1.476720789972776
FT_surrogate,1.3394638127062017
FT_surrogate,1.292854195840741
FT_surrogate,0.874827850898237
FT_surrogate,1.3221919270216909
FT_surrogate,1.3294340514373417
FT_surrogate,0.9472151510796529
FT_surrogate,0.8395018890101964
FT_surrogate,1.1206791471141524
FT_surrogate,1.4283929308867047
FT_surrogate,1.2928687697302905
FT_surrogate,1.3282591894369467
FT_surrogate,1.5523312085992622
FT_surrogate,1.1230524273864804
FT_surrogate,1.4624333567398504
FT_surrogate,0.9944684005576292
FT_surrogate,1.3737138151250596
FT_surrogate,1.1729271933005423
FT_surrogate,0.9762870832786689
FT_surrogate,1.564058130016813
FT_surrogate,1.4168395808412029
FT_surrogate,1.1009715700032843
FT_surrogate,1.4147047479327841
FT_surrogate,1.0862088450827292
FT_surrogate,1.0985638708934924
FT_surrogate,1.090689687637201
FT_surrogate,1.4163926964181572
FT_surrogate,1.6751024817281472
FT_surrogate,1.1778114611609722
FT_surrogate,1.1220338452998935
FT_surrogate,0.7495627822950509
FT_surrogate,1.2502632084682541
FT_surrogate,1.1383017630767651
FT_surrogate,1.607242898756954
Shuffle_surrogate,0.6115563858445456
Shuffle_surrogate,0.7042394950045998
Shuffle_surrogate,1.1910854401183173
Shuffle_surrogate,0.6356144909086223
Shuffle_surrogate,0.9933550361181214
Shuffle_surrogate,0.8774086495231291
Shuffle_surrogate,1.096409189733868
Shuffle_surrogate,0.7399377727177854
Shuffle_surrogate,1.0143273692372374
Shuffle_surrogate,1.2118810534452484
Shuffle_surrogate,1.0098465287033713
Shuffle_surrogate,0.9922372624235731
Shuffle_surrogate,0.9694338356029923
Shuffle_surrogate,0.850285798714069
Shuffle_surrogate,0.8390435683480874
Shuffle_surrogate,0.48729813080770457
Shuffle_surrogate,1.5176555668508276
Shuffle_surrogate,0.8119502893913406
Shuffle_surrogate,0.8362258597952108
Shuffle_surrogate,0.7876867806249315
Shuffle_surrogate,1.1630934298189097
Shuffle_surrogate,0.45996241997472753
Shuffle_surrogate,0.9994815745202228
Shuffle_surrogate,0.3213137922230885
Shuffle_surrogate,0.8973098103089981
Shuffle_surrogate,0.9580718815577034
Shuffle_surrogate,1.0052377009865778
Shuffle_surrogate,0.8175143605147597
Shuffle_surrogate,1.1850478941465192
Shuffle_surrogate,0.9372389777412433
Shuffle_surrogate,1.0938155518424852
Shuffle_surrogate,1.5381455823260044
Shuffle_surrogate,0.7518129917817237
Shuffle_surrogate,0.9691118912291621
Shuffle_surrogate,0.8850144779755675
Shuffle_surrogate,0.9603844557317448
Shuffle_surrogate,1.1825491763604354
Shuffle_surrogate,0.6829106778319871
Shuffle_surrogate,0.6778219715859904
