file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
pks2144+092_lc_liner.csv,7,4,0.9600887909207023,10.52888287101884,2.729883667493932,12.593530808316256,0.9715052204176334,20.498726858705542
