Brownian motion,Logistic map,Logistic map + noise,Lorenz attractor (x),Lorenz attractor (x) + noise,Sine wave,Sine wave + noise,White noise
4.139606715609979,7.551286331846461,8.638595435575967,3.9888675885033167,4.365250460120591,6.5689515613012155,6.92038394899151,8.47861058014784
3.365619520885841,7.365141045447566,8.471717817062151,3.159388630565155,3.619714616773981,6.500092138843725,6.562267263053007,8.289632144607683
1.5751850812028452,5.697520666714462,6.758617662656048,1.8650367314044625,1.9983633196736086,6.643323469495207,4.668424857372928,6.540339769847676
3.080815951430289,3.577840134810715,4.882080232895692,3.491236537843194,3.2507982509312323,7.188390000339834,3.8451564588995235,4.796658392515775
2.2133959427831416,6.695675127843622,7.7977820744096915,1.9249823185059025,2.4561494309193277,6.694678351378886,5.751639366875733,7.597388170423488
2.672983121085544,6.757911613329214,7.77521475743191,2.350872200379013,2.8091089774247466,5.694651944983134,5.772638506820405,7.568973730445015
1.1932032326587838,5.053633801304585,6.012599053464737,1.6804326774749754,1.5284069337604842,6.569123083576893,3.8183763973434277,5.76663989373025
0.6901964044781692,5.427203353059173,6.3235770644296405,0.957510024013464,0.9897384399313869,6.346548927689877,3.9875153916541906,6.057216844355597
2.407267436674538,6.696393905996224,7.619516846101768,2.0295247235847422,2.4699604495206637,6.307281820077302,5.484996015480097,7.385245830522685
0.4637989442592979,5.652336755119974,6.5415145203846725,0.7198467515999996,0.8681000739882511,6.498539262329307,4.1428752893558976,6.268504169346236
11.667292388651056,13.77394219500791,14.478282863277208,11.278166889566986,11.627459519815675,10.008110160928455,13.406768743126507,14.38040480435956
1.8291040657454014,6.418360650096813,7.365951552607762,1.3934674914523142,1.9038629353770964,6.3377460779879256,5.16902012879535,7.12717606203972
5.221694080605241,8.371095558181102,9.193137408364308,4.8283304066533255,5.194222488805018,4.952040719566807,7.469830669321381,9.00373355352151
0.9361545842153678,6.023255611751743,6.870681720884801,0.6181869807183872,1.065820246701961,6.202423696170598,4.446869560511744,6.59090982074062
2.242191543730355,6.616857331299167,7.497868245090232,1.7924512412007083,2.2409993550809904,6.105911524855956,5.3014291798496584,7.2510431041042835
0.6842818932416175,5.7447408001534574,6.582575802092751,0.5043662761755512,0.790714599269502,6.369091609366014,4.158647626363446,6.301145678998087
0.4662904809498142,5.791021111374638,6.609214958548183,0.25972494818714253,0.6020169421173748,6.452808871966377,4.124985226031631,6.318983981500283
0.6606712146283855,5.101883508528523,5.86612436862343,1.1878015603995824,0.7825812506503501,6.411791888840757,3.346451647774026,5.5628181478645145
2.0657063749072613,6.326957025459463,7.075948340682191,1.8272880264515745,2.0669626334057,5.760401307575997,4.731231051739893,6.791648216393388
1.6716238839021091,6.253569641042436,7.081979740910486,1.2754592552151045,1.666848003560688,5.93190587582825,4.754355421684883,6.811367629005469
4.298446077000211,7.6406968065702525,8.381797716016148,3.954352113522631,4.258113455118478,5.726609488568529,6.474537942147911,8.153872014269886
0.8531529032837888,5.881150611556782,6.630617292060731,0.733982702138981,0.8832810265629281,6.2219435197538955,4.086792538991425,6.32448454563381
1.5574895168344305,6.187681352657298,6.955212130157333,1.2610714398574996,1.5448757176810237,6.103342547611192,4.535282590968367,6.665511327014084
6.8365412584882295,9.463606185227682,10.137244520963623,6.497624721716428,6.786238238421038,7.142817525622119,8.621474140663745,9.958827059335604
2.30025912030369,6.448244317521717,7.197277778051394,2.0000871719314235,2.2684185206807332,5.691839717553763,4.905166724614993,6.919738590754862
2.484448412546429,6.656325419819992,7.488083866658263,2.053613563671385,2.4400640297651384,5.993799582689551,5.307305476350395,7.236661879183603
0.5989326860019768,5.710913624289521,6.502209011134684,0.4357698117225224,0.6078177501363679,6.379057291291194,4.012924851460668,6.20780317340363
1.0859646617630783,5.99187751919215,6.751828392049358,0.830647387580684,1.0810856309869692,6.136714649249626,4.25284765337097,6.452222065654178
0.5176739019744399,5.344507508938156,6.170053743436661,0.620236755020657,0.4932605380476565,6.459728410805764,3.759075666082957,5.887861270005463
2.5302328249668586,6.673265116190114,7.525985394979356,2.089158113735133,2.4806804271495566,6.422861645508058,5.382218877155122,7.282326350959462
1.251943411530021,5.96783559217574,6.738745878641964,0.9902720023605552,1.225940060261858,6.214312680959709,4.296631877888883,6.446871210366661
1.4308243345234481,6.053438545662128,6.821374199629207,1.1399970822805352,1.3968660515477367,6.111072687746423,4.401067108387953,6.531624820515039
1.1264106633067577,5.920535388010453,6.639482676088993,1.0140215987693793,1.1179537411828622,6.1346463808886575,4.095737596372551,6.329100203395476
0.7130570299490131,5.760357432000334,6.522283455585957,0.5514071932063298,0.6910090653963482,6.196913094969368,3.9986891134968285,6.220229207151519
0.5968461716219053,5.613903220930807,6.3380831255920045,0.7365877928749851,0.5976188627316077,6.1435645929928855,3.7468998026909524,6.023400093012769
1.2664158299924575,5.9737916837311325,6.729999601048426,1.01244626051939,1.2305311478805192,6.135766505699841,4.269845757705492,6.434138049620744
2.2119822276937224,6.547002893739273,7.404476649976111,1.7420327171479526,2.1542697603395897,6.597243468504158,5.202731374502325,7.154504570642639
0.8567182135180983,5.554363242742873,6.329400726269614,0.7641302923043182,0.783127146045663,6.27825357853624,3.8790915056688977,6.0366269390593565
2.5875356608101083,6.694996736985851,7.494460709023464,2.17140284245845,2.5265780608728687,6.036582639281424,5.303971737553925,7.237598931118442
0.6337969345537589,5.685816061183488,6.37511961795244,0.8276958208273086,0.6310385612869127,6.287244984669418,3.720876183602252,6.049323835750241
1.432701320193097,6.160252588026129,7.006506240824018,0.9171354649982391,1.365207189544522,6.466366712790188,4.672370643022413,6.738627258402103
5.62657830743423,8.770594383329735,9.595847721599112,5.174199679416126,5.559801471709753,6.87049474438695,7.9313344153148435,9.417891150467424
0.8895215896704477,5.955601842190588,6.766616721806616,0.36060197544281575,0.8174949206510775,6.547062579347332,4.313998648520388,6.480202706957842
0.5273516524713457,5.680220905120291,6.435683519112208,0.4126795938116588,0.4347865816012279,6.332212904132513,3.8906467658563195,6.130791357558652
0.4134138464148916,5.511843386620155,6.241105346373975,0.6548925483369676,0.3266409943289711,6.369792988468811,3.651283037908155,5.927665441536519
3.7890970564877287,7.308072195180884,8.118401535472323,3.3802854253412913,3.7197612292730122,6.493016827454632,6.198249275782462,7.89883985548623
0.6873593316034105,5.777838688261895,6.551249128726631,0.33272078045843095,0.5742013088925951,6.426926345247717,4.045910368577884,6.25344655289309
0.8269739576113194,5.863537433364489,6.6232029762748175,0.4283516742139917,0.69522932886685,6.407299253575246,4.109788595104991,6.322909165515172
0.7198396177286384,5.543042390322769,6.264720266029795,0.7291066766677378,0.5733373492161767,6.28484004880243,3.7115578440673587,5.954170207518371
0.7068205663325446,5.622403749108636,6.283320654839854,0.8925115381813022,0.6049757727511276,6.311683642037606,3.60529056483298,5.951605572434352
0.5996067284380671,5.573453960675721,6.2793811161032975,0.6592053443114045,0.412529331400919,6.303154362163531,3.6778162548491617,5.961895173486788
0.820587981444428,5.677864926896056,6.410018945644964,0.6297051179182251,0.6455239775298393,6.322951667370875,3.881723031264527,6.104004439745043
2.6906805898381,6.587216412293175,7.355210345705654,2.30768943026647,2.596794298093083,6.264113675139291,5.200207507204356,7.098191084475121
0.8431895053500278,5.6811726158080145,6.426626198364617,0.6000163753318172,0.6567871176790443,6.400744207457112,3.923968759259852,6.125313044035085
1.0509963147980834,5.890304502906363,6.618303072307688,0.7202074196476967,0.9026479821346174,6.214336799423571,4.098235566147746,6.3128923355743565
0.48191580617758456,5.526284269546336,6.230128128464667,0.6841688201310815,0.18718265200118095,6.493557128946292,3.6034749122839482,5.910217274335522
0.789437053795376,5.716052324380072,6.418487157050114,0.6598349981482883,0.6035101281872832,6.336064884972611,3.8320844234921347,6.102376962022247
0.7180378325480049,5.55054224607614,6.287125392588072,0.5693283817543893,0.4453857077171341,6.389130875480805,3.764956415160349,5.982550282501723
0.6609619771767414,5.5131619700427,6.215615788549916,0.6449219705386736,0.3096262466885798,6.414874078123999,3.6314092147980666,5.900028564823614
0.6809748063289048,5.510434126630058,6.249143168314659,0.569878354058428,0.3253944508991615,6.544502010633514,3.7252657231905815,5.945032912860359
0.6511925170132543,5.42915265504997,6.117152258837953,0.7382468596304164,0.2568648744722345,6.408084660495317,3.5109510608100267,5.797346154048572
0.8305738819869386,5.333782701545009,5.946270599079806,1.1561447270416079,0.626038823478249,6.405625066003697,3.21633917438477,5.603559035788671
1.1790107412480477,5.787568852901753,6.493268030940142,0.8710512014905045,0.9577849689717483,6.189560744666417,3.9904030109036577,6.186918340124706
1.0143175413590386,4.854238254793083,5.4951901029097465,1.4029997027115406,0.8007644249983376,6.460217668387909,2.857448382043167,5.165439546308622
0.727295253283544,5.422434299230146,6.115300925717309,0.7342855830851517,0.3170610696124312,6.433867656822202,3.535634838797131,5.7990779638683305
0.7397622099503671,5.374905226607142,6.089569072939106,0.7328005902762755,0.32314341877688235,6.551053254939464,3.5514626612799667,5.780684499629632
0.9088439354749588,5.247789655442882,5.8602905333823925,1.1741832680901432,0.6564131852691419,6.32237929962051,3.1633059748130807,5.520920760693968
1.0400523874810794,5.423586260931559,6.114409200740686,0.9460095850055495,0.7495290625473966,6.339777840946852,3.6020712472111183,5.804618739326161
0.8568474535238709,5.228792641730464,5.842500479884738,1.1806519804982785,0.585620229060929,6.500770119110696,3.1264631731804777,5.501850480094455
0.8083355143077758,5.2457046890237695,5.882105987510255,1.042461586922391,0.4634422740329617,6.4079686816003845,3.214552349162371,5.5492772491183615
1.19896838952718,5.174036406249097,5.711678977771198,1.560152973993595,1.0297869514417024,6.309400418555011,2.9131969085971625,5.352317763670179
0.9040398664266063,5.138108008247908,5.7704536655165395,1.136832378704195,0.5801648030857894,6.326269270581326,3.120571354257514,5.438725415044276
0.8944682949291136,5.560313507075502,6.268269924845028,0.7014663880621266,0.5176185936657038,6.608776885246455,3.736005103504997,5.959672360854886
0.9248079832436397,5.203754730656473,5.804488381472262,1.1999538490684807,0.621709809181015,6.396012664028731,3.089193485997336,5.462234814204594
0.8712700074668447,5.195260576861498,5.81781950864265,1.1227889416106058,0.5131973728271477,6.50851159896203,3.1364996206855107,5.482092790042612
1.1731287678192588,5.257729510562736,5.914301241977595,1.1691712409663189,0.8763346797678772,6.267143543252135,3.391016251784017,5.5984400153512315
1.045593432398526,5.257016130865822,5.900611158015263,1.0933973939759958,0.7107736404121802,6.313692441803831,3.319580502437768,5.5773463187599495
1.4106193126858975,5.547842451781119,6.3233749953697025,1.090134742115022,1.1329359981973335,6.709366295871868,4.0155942010130765,6.048401002655273
1.5122260746570175,5.574260621031584,6.3485558890011955,1.1755792949109856,1.236897437439404,6.680582087869115,4.0638695760429755,6.076121683341639
1.119312533078726,5.17341701268454,5.717207948342587,1.4029497260079218,0.8177281952072714,6.441747503755178,2.933743603950558,5.361206860879639
1.1706677116540316,4.84033340196966,5.4517968522224765,1.4056348321896268,0.8207895559071235,6.4736014943606275,2.8354909876473955,5.121070404904244
1.0917683463462178,5.097164367779895,5.712170376648332,1.2112640630832583,0.6894714539708933,6.4687048292294165,3.0958511604268564,5.382128819013541
1.2086965605524453,5.036391245140431,5.576989141992389,1.480590064537112,0.8980157036891986,6.403748710134576,2.8214384489267808,5.223364717932143
1.7469729232591853,4.06469696610013,4.726668666841908,2.0284870673103192,1.4816645497551046,6.6756285021746855,2.362895855603559,4.424187211277661
1.5298519663430146,5.366720439781554,6.053924463341047,1.3162672697652624,1.2025020021204045,6.41210132289611,3.6870260247339917,5.759732195323787
1.1811862981517998,5.081406402021138,5.669704651371882,1.301641737398327,0.7873376862069321,6.421717172030866,3.030060459962378,5.3338228997620245
1.2819473655368456,4.736598735333605,5.342580168702629,1.5181645623783515,0.9215358890122328,6.612956941789871,2.742991224146063,5.013163401082271
1.8527346037166068,4.591846531558545,5.014830019070584,2.2215642693936997,1.6449508164208821,6.31570466860984,2.187970140368353,4.639222256771065
2.4229519161247346,3.4708400450186323,4.012201034698528,2.8285523427118595,2.2401801506679435,6.8033981093282385,1.5933806100261836,3.684471347967916
1.2345121063085938,4.916059586317525,5.5182262065820185,1.3806372308198571,0.8405348093771932,6.472968580286822,2.9200894206124746,5.188353786000342
1.309542471216193,5.023640133831766,5.644958611511316,1.3421878934300389,0.9174567405466529,6.464687058165635,3.1189163710642283,5.32476832998945
1.359663590096837,4.794573216961469,5.3357855586570215,1.6175932164104545,1.0135200952671966,6.503492124259416,2.630690486818182,4.987784101632565
1.513620071163511,4.782497283272979,5.262080692265412,1.8424734034362338,1.2265595605055957,6.529953311756203,2.4507516898104833,4.896223126745219
