indicator,mDEratio,mL,mEN,mTT,mLAM
Brownian motion,20.630260777482736,6.454519532363844,2.521036548342205,8.028967109059435,0.952714176161262
Logistic map,15.344756766826524,3.0831655255739023,1.4419134211661555,2.7596350265559035,0.1014823717948718
Logistic map + noise,8.496812697472734,2.315852725882225,0.7250558555471027,2.259535655058043,0.0818777292576419
Lorenz attractor (x),19.923174961602903,10.192155181652556,2.842003900308202,10.541521438450898,0.9934098705957184
Lorenz attractor (x) + noise,18.327871023431417,7.231271704977675,2.552031812355657,8.53363271094304,0.9414025426822272
Sine wave,19.86883850106936,109.9855072463768,0.8373062720674382,4.784255711306203,0.999797277435965
Sine wave + noise,9.256139921529664,2.4695529360638817,0.9200869444896138,2.792408759124088,0.5845370276051747
White noise,7.686983262175491,2.2619174198121565,0.6442494718897511,2.292583303475457,0.1603434104486588
