RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.043711533119892405,0.993088071348941,22.71913155333833,16.935361216730037,126,0.007936507936507936,3.3675338001735873,0.9872909698996656,10.052213393870602,178.41712204007285,453,0.002207505518763797
