rate,pattern,MSE
rate_10,pattern_1,1.7408381129902637
rate_10,pattern_2,1.8688672228049563
rate_10,pattern_3,1.5938416955062107
rate_30,pattern_1,1.6887488573709646
rate_30,pattern_2,1.7793007282110616
rate_30,pattern_3,1.624793650559133
rate_50,pattern_1,1.707496713610158
rate_50,pattern_2,1.7503217335157246
rate_50,pattern_3,1.660458918446405
rate_70,pattern_1,1.6866753560152725
rate_70,pattern_2,1.6812054269988619
rate_70,pattern_3,1.713379843892808
