indicator,mDEratio,mL,mEN,mTT,mLAM
Brownian motion,21.04432945030589,8.59321826416942,2.848769703114151,10.5965938541281,0.9733713321815782
Logistic map,14.98415837129471,3.202407986631818,1.4853543158032745,3.995447355222038,0.5186717419613343
Logistic map + noise,13.643577865364964,3.467193071828833,1.614586146015314,4.548076329278083,0.7376871838533581
Lorenz attractor (x),19.95546499359424,13.498857795545405,3.114728749348848,11.217280738068483,0.9951468535871312
Lorenz attractor (x) + noise,18.728508388699737,9.114588695562649,2.737131364454459,9.580239772846776,0.9570175438596492
Sine wave,19.959243038981494,32.36802114304592,3.8846981684402784,5.140219272937103,0.9989194038371358
Sine wave + noise,12.280767230888053,3.1737214791502755,1.4644976778573957,3.8692683947581807,0.7522375005085229
White noise,12.541383365779526,3.2461290657799022,1.486598323716959,3.997822323971188,0.7176564927579813
