file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
bl_lac_lc_liner.csv,9,4,0.43174879171589386,2.715313829906498,1.040890711863891,3.45157331693286,0.5901583863544064,9.252614450849181
