type,lambda
original,1.1757773191932632
FT_surrogate,0.9364887951154868
FT_surrogate,1.1914278803715028
FT_surrogate,1.1530064706286696
FT_surrogate,1.100073812960713
FT_surrogate,1.0761973067933481
FT_surrogate,1.1576544090454566
FT_surrogate,1.0873283818788784
FT_surrogate,1.048281283888158
FT_surrogate,1.0622752804573388
FT_surrogate,1.0716596220634866
FT_surrogate,0.9957235822668833
FT_surrogate,1.1159671032745642
FT_surrogate,1.1554683734057454
FT_surrogate,1.0382863072602029
FT_surrogate,1.0768273209260404
FT_surrogate,1.0401547706920735
FT_surrogate,1.10919037900954
FT_surrogate,1.1810441094159885
FT_surrogate,0.9897940668744811
FT_surrogate,1.077918225003016
FT_surrogate,0.9698633932749642
FT_surrogate,1.0956017385627421
FT_surrogate,1.188132587385984
FT_surrogate,1.2243874175490856
FT_surrogate,1.049980285286318
FT_surrogate,1.1559867703575009
FT_surrogate,1.1305947077723377
FT_surrogate,1.0296805528416757
FT_surrogate,1.063242339865012
FT_surrogate,1.2118524777613566
FT_surrogate,1.0982504509330417
FT_surrogate,1.0758448146784423
FT_surrogate,1.0687662711540733
FT_surrogate,0.9009458668642822
FT_surrogate,1.1097087932560588
FT_surrogate,1.1009705987862564
FT_surrogate,1.1198146340387993
FT_surrogate,1.0994546176916287
FT_surrogate,1.160025473494399
Shuffle_surrogate,0.4547192839215636
Shuffle_surrogate,0.4078407713922994
Shuffle_surrogate,0.3317303808891561
Shuffle_surrogate,0.39404369777469306
Shuffle_surrogate,0.44184187508759476
Shuffle_surrogate,0.49278798713747196
Shuffle_surrogate,0.3626412385606831
Shuffle_surrogate,0.3776067696962321
Shuffle_surrogate,0.37766991984171455
Shuffle_surrogate,0.3884920375267992
Shuffle_surrogate,0.3933019646169882
Shuffle_surrogate,0.6020499502683424
Shuffle_surrogate,0.47301694685722395
Shuffle_surrogate,0.36891861630761347
Shuffle_surrogate,0.3514760338082368
Shuffle_surrogate,0.46716204553838697
Shuffle_surrogate,0.3512522763216893
Shuffle_surrogate,0.48937446738612284
Shuffle_surrogate,0.3145094656955696
Shuffle_surrogate,0.3585604599089161
Shuffle_surrogate,0.48787149884257136
Shuffle_surrogate,0.42006233230323364
Shuffle_surrogate,0.30849742742253516
Shuffle_surrogate,0.49082254141010956
Shuffle_surrogate,0.39999592157401126
Shuffle_surrogate,0.4148189672408787
Shuffle_surrogate,0.35773759825580026
Shuffle_surrogate,0.42210462811923216
Shuffle_surrogate,0.32103264874457876
Shuffle_surrogate,0.3312364487865807
Shuffle_surrogate,0.4587706786490295
Shuffle_surrogate,0.2797733069251317
Shuffle_surrogate,0.5476312977422055
Shuffle_surrogate,0.4245323837670532
Shuffle_surrogate,0.2912298405553535
Shuffle_surrogate,0.3747185499566843
Shuffle_surrogate,0.4686776062728244
Shuffle_surrogate,0.5121380911024979
Shuffle_surrogate,0.45926088678419863
