RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.05130082474154226,0.8729243858926856,10.78135593220339,171,0.005847953216374269,2.546226896736779,0.9228763551530123,10.516028146989836,106.49782350613376,533,0.001876172607879925
