epsilon,TT,L
0.1,3.3736263736263736,3.157232704402516
0.2,8.450041981528127,6.633284241531665
0.3,9.683811586356253,7.228904847396769
0.4,8.272701949860725,6.349353049907578
0.5,7.962820736603247,5.671713147410358
0.6,8.512426197995332,5.730319563522993
0.7,9.162632994271016,5.97666296237498
0.7999999999999999,10.003041494677385,6.370634354953671
0.8999999999999999,10.883569434391479,6.830131177951504
0.9999999999999999,12.045303061862112,7.457935365694099
1.0999999999999999,13.32283208834037,8.21155663561496
1.2,14.979387379087978,9.249569460390356
1.3,16.41137164378569,10.188051079355427
1.4,18.066563666795417,11.35618674502122
1.5,19.26190160456173,12.133951137320977
1.5999999999999999,20.760704942861075,13.222851078882208
1.7,23.388597935059106,15.132123341139735
1.8,25.425542016141794,16.493280959272276
1.9,25.95765113350126,16.876650165016503
2.0,26.151894818252128,16.83380225080386
