RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.05034136344905164,0.9998525073746313,69.88659793814433,311,0.003215434083601286,4.157831566611243,0.9897492625368731,21.168769716088327,274.07832618025753,519,0.0019267822736030828
