RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.04983305586528334,0.8285608032725921,6.546523016650343,58,0.017241379310344827,2.5443313800303766,0.8989711168959961,7.930016402405686,87.84839816933638,569,0.0017574692442882249
