RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.0508192328954821,0.8681260010678057,5.5212224108658745,53,0.018867924528301886,2.2264826389477173,0.9199145755472504,6.444132772323516,91.36137479541735,543,0.001841620626151013
