RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.051990537523100455,0.3811104020421187,7.330380107587532,2.286370597243492,6,0.16666666666666666,0.6790379699016914,0.5826419910657307,2.6152964766542537,31.98626590115952,549,0.0018214936247723133
