epsilon,TT,L
0.1,2.272727272727273,6.090909090909091
0.2,3.315315315315315,4.8604651162790695
0.3,3.807174887892377,4.637362637362638
0.4,3.9339407744874717,4.386363636363637
0.5,3.967933491686461,3.8011363636363638
0.6,4.117203564084989,3.6003039513677813
0.7,4.093775262732417,3.3835274542429286
0.7999999999999999,4.342817679558011,3.4402144772117964
0.8999999999999999,4.647947723095773,3.5802562170308967
0.9999999999999999,4.908346456692914,3.6769230769230767
1.0999999999999999,5.179281839318006,3.7758203038978198
1.2,5.401391342756184,3.9150036954915004
1.3,5.603968024655687,4.018716577540107
1.4,5.793059453942332,4.1467361492046075
1.5,6.045997380383697,4.2775895450145205
1.5999999999999999,6.350413930916357,4.4583379196477715
1.7,6.656354851697759,4.633563732465948
1.8,7.01698935760995,4.788953707188559
1.9,7.408740039840637,5.026973387460532
2.0,7.880063639701383,5.267331022530329
