RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.049221298861188055,0.560280140070035,4.167441860465116,46,0.021739130434782608,1.5599211512024453,0.7107303651825913,5.175774134790529,48.52600063031831,570,0.0017543859649122807
