RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.05115298374805079,0.6245527112579136,12.20950696315369,3.3639733135656043,44,0.022727272727272728,1.2700017501156615,0.7749793559042114,4.135879544619905,47.28008444757213,533,0.001876172607879925
