file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
mg1_j021114+1051_lc_liner.csv,3,4,0.6752594147012629,5.11976965214263,1.7653015210511533,5.560557465497718,0.7107303651825913,11.382880034314306
