file,tau,m_use,epsilon_rr5,RR,DET,L,L_max,DIV,L_entr,LAM,TT,V_max,V_entr,W,W_max,W_div,w_entr
lorenz.csv,5,2,0.13870762455907287,0.04997587325416186,0.9867909346922354,19.234316654219565,392,0.002551020408163265,3.0447581217148554,0.9726814689936589,7.512187904568153,201,2.600478606321147,119.72880077252701,2044,0.0004892367906066536,4.350195187559821
