epsilon,TT,L
0.1,2.1666666666666665,3.6
0.2,2.7945205479452055,2.9642857142857144
0.3,3.045801526717557,2.6859504132231407
0.4,3.4378980891719744,2.9264214046822743
0.5,4.088092933204259,3.3512476007677545
0.6,4.5987943737441395,3.688976377952756
0.7,5.167618059159315,4.047151277013753
0.7999999999999999,5.57962577962578,4.307515337423313
0.8999999999999999,5.9173188159237835,4.54625
0.9999999999999999,6.105395582890691,4.6769933976637885
1.0999999999999999,6.107344632768362,4.5866879234754885
1.2,6.162059825823552,4.552380952380952
1.3,6.156562399226056,4.396312132549439
1.4,6.151685393258427,4.316527243952069
1.5,6.244913433590295,4.328818960366461
1.5999999999999999,6.361262488646685,4.332638888888889
1.7,6.6575240919199405,4.533205619412516
1.8,7.1059218559218555,4.846479939439818
1.9,7.637517489506296,5.23418095801301
2.0,8.362314450166616,5.717176192586028
