RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.054584,0.6432654257657922,4.136663524976437,38,0.02631578947368421,1.9295421036845095,0.7776637842591235,5.274353876739562,54.561354674089536,500,0.002
