RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.04051842743255137,0.919228356336261,22.686674053835038,5.986721144024515,108,0.009259259259259259,2.3095485048596185,0.9442440401505646,6.536916395222584,114.63346007604562,561,0.0017825311942959
