file,group,rank,mDEratio,mL,mEN,mTT,mLAM
txs2358+209_lc_liner.csv,Mid,47,18.985412694111105,11.823028982313774,2.7966677756453864,14.178171774469227,0.9693603296900196
b2_1846+32a_lc_liner.csv,Mid,48,18.684661799863758,12.691567516077304,2.8279329115578298,16.04259243455777,0.9801306840912122
pks2255-282_lc_liner.csv,Mid,49,18.67944263642044,11.855627150219345,2.4756120581951677,17.182300411491905,0.9474452554744526
b3_1708+433_lc_liner.csv,Mid,50,18.563003431861777,9.157120188008175,2.23755588497067,14.683313529290524,0.978485726106744
gb6_j0742+5444_lc_liner.csv,Mid,51,18.51246076502383,10.93146312768003,2.4486998758250813,13.819471293883083,0.9597462514417532
b2_1504+37_lc_liner.csv,Mid,52,18.395280812173016,12.806784263484682,2.6506751152059067,17.901737917830992,0.958841208882952
sbs1150+497_lc_liner.csv,Mid,53,18.365642784650763,28.883676649588363,3.3015531803365854,44.276446531478456,0.9711270410195142
pks1313-333_lc_liner.csv,Mid,54,18.32320557256344,12.23689093388444,2.736978657650973,17.85410450760617,0.9543700721355476
pmn_j0531-4827_lc_liner.csv,Mid,55,18.288094598226284,16.001310760084838,2.7484231111907684,19.901151508825023,0.9825256710502612
h1426+428_lc_liner.csv,Mid,56,18.2535041692562,7.48352194972791,2.4824645490480317,6.36410246192153,0.9583272727272728
pks2032+107_lc_liner.csv,Mid,57,18.20603618361845,11.634607160984066,2.557086905506066,17.518092384606508,0.97365205437605
3c345_lc_liner.csv,Mid,58,18.051601481835828,11.686460970341711,2.686757126031442,13.94477432718924,0.94176154134868
pks1730-13_lc_liner.csv,Mid,59,17.73873027372459,10.039688831903437,2.5663161811506567,12.634191267479627,0.9470231464290136
pks0514-459_lc_liner.csv,Mid,60,17.736526157973348,9.284419759384551,2.750798804114112,9.857428901310186,0.9368516597510372
s5_2007+77_lc_liner.csv,Mid,61,17.584435379155124,9.494035593917229,2.4908763697030247,11.042548081660344,0.9396052631578948
pks0805-07_lc_liner.csv,Mid,62,17.5411261827086,6.621195249711309,2.104177887487728,9.73306604993294,0.9448650012616704
pks2326-502_lc_liner.csv,Mid,63,17.39442880005997,17.007114077850396,2.767577390183408,20.38152318029122,0.9635497835497836
pks_b1908-201_lc_liner.csv,Mid,64,17.348178415829956,6.26572955967986,2.084428509027616,7.7085887831440925,0.8683702273064924
pks_b1622-297_lc_liner.csv,Mid,65,17.2903462546682,9.882346957070297,2.571790308489569,11.685623285759103,0.93340395480226
pks0130-17_lc_liner.csv,Mid,66,17.273765127624195,8.622264101511073,2.6631178162634663,10.825593813156589,0.920815581253804
pks0402-362_lc_liner.csv,Mid,67,17.209880936624526,8.639183752241882,2.1332203025100047,12.573376731894536,0.9269719461567492
4c+71.07_lc_liner.csv,Mid,68,17.082627021412268,12.758758962666366,2.59714571241128,19.398224291034133,0.9199145755472504
b2_1846+32B_lc_liner.csv,Mid,69,17.066173606301938,5.544972175871304,2.170906729533128,7.612403143049216,0.9276315789473684
pmn_j2250-2806_lc_liner.csv,Mid,70,17.015796340322986,8.118429382214932,2.2866713340509297,9.909568711961162,0.9228763551530124
s4_0954+65_lc_liner.csv,Mid,71,16.999310015361708,6.948405525155948,1.814508305416444,9.724512282304357,0.9282185411217668
pks0244-470_lc_liner.csv,Mid,72,16.90086106728742,9.525763217526784,2.244722711899695,11.047475702850814,0.9053713806126732
pks_b2258-022_lc_liner.csv,Mid,73,16.802097622898792,9.084838916569147,2.8140061748359915,12.220734326175837,0.9410350678733032
txs1530-131_lc_liner.csv,Mid,74,16.742097723242836,7.5424472720906,2.16273539829976,9.50935842714928,0.9225712822263956
pks0537-286_lc_liner.csv,Mid,75,16.63985148815449,6.426170729174049,2.2842766693708043,8.476820297432194,0.9170070249959156
ot081_lc_liner.csv,Mid,76,16.626730769080062,13.314212956406347,2.453607560998152,20.33208414941759,0.8989711168959961
4c+14.23_lc_liner.csv,Mid,77,16.55798734128457,11.622707790039048,2.4097302983069904,17.230590713814955,0.9084339040134718
pks2320-035_lc_liner.csv,Mid,78,16.467604571859418,12.538606921813823,3.218137550367325,15.874983235320764,0.8955223880597015
pks0903-57_lc_liner.csv,Mid,79,16.277318343064646,13.872735159707924,3.264090948490684,16.65840543904427,0.8930232558139535
pks0906+01_lc_liner.csv,Mid,80,15.943633873376548,6.318224526988232,2.0611490045125067,7.718765968611929,0.9240200166805672
s3_0458-02_lc_liner.csv,Mid,81,15.85211448290638,7.92010687916722,2.2545853897863086,10.509434993242946,0.8581440986823662
pks0502+049_lc_liner.csv,Mid,82,15.738457052925298,8.794253472901248,2.3905670363135103,13.095091494360425,0.8909255645386116
4c+21.35_lc_liner.csv,Mid,83,15.730346245723894,7.28562933644047,2.0413473290094037,10.531119664586315,0.9001151884153366
pks1502+106_lc_liner.csv,Mid,84,15.49601195366845,6.872509633953202,2.220370386394429,9.580068536598713,0.7316870144284129
oj248_lc_liner.csv,Mid,85,15.46182070996064,15.779946811375291,2.89109480852534,21.47117408523041,0.8815653964984552
