time,data
0,1.6457000000000002e-07
1,1.3228000000000002e-07
2,1.43962e-07
3,1.0484e-07
4,1.66166e-07
5,2.0298800000000002e-07
6,1.3919500000000002e-07
7,2.8996000000000004e-07
8,3.1984600000000004e-07
9,4.3116500000000004e-07
10,2.5031600000000003e-07
11,1.6454500000000002e-07
12,5.39681e-08
13,7.3222e-08
14,1.4269200000000002e-07
15,1.62147e-07
16,6.85883e-08
17,9.05175e-08
18,1.8894400000000003e-07
19,9.092240000000001e-08
20,1.1084300000000001e-07
21,1.03766e-07
22,4.55603e-08
23,1.80032e-07
24,1.0521600000000001e-07
25,1.01899e-07
26,9.76306e-08
27,1.31591e-07
28,2.0025700000000002e-07
29,1.2586600000000002e-07
30,1.3805100000000002e-07
31,1.5297620316285365e-07
32,1.7395500000000002e-07
33,2.15934e-07
34,3.13641e-07
35,2.03887e-07
36,2.3102400000000002e-07
37,1.0882400000000001e-07
38,1.66683e-07
39,3.0811e-07
40,9.128430000000002e-07
41,2.7582200000000005e-07
42,1.9372100000000002e-07
43,2.2483400000000001e-07
44,1.70258e-07
45,1.14027e-07
46,9.3342e-08
47,1.61242e-07
48,2.96677e-07
49,1.44713e-07
50,8.496259999999998e-08
51,1.44861e-07
52,6.86549e-08
53,1.4834700000000002e-07
54,1.1688300000000002e-07
55,9.83538e-08
56,1.52282e-07
57,6.9616e-08
58,1.08283e-07
59,7.14719e-08
60,6.1874e-08
61,1.2922700000000002e-07
62,1.93011e-07
63,2.0821900000000002e-07
64,2.0415500000000002e-07
65,2.5294600000000005e-07
66,2.32794e-07
67,2.42397e-07
68,1.6972700000000002e-07
69,1.21105e-07
70,2.16451e-07
71,1.15741e-07
72,1.76946e-07
73,1.59491e-07
74,1.7593800000000002e-07
75,2.5393900000000003e-07
76,2.73727e-07
77,6.39171e-08
78,1.0839805000000001e-07
79,1.52879e-07
80,1.44644e-07
81,2.00481e-07
82,2.41894e-07
83,1.7143300000000002e-07
84,1.23188e-07
85,1.69313e-07
86,1.7628900000000002e-07
87,5.75274e-08
88,1.10502e-07
89,5.03445e-08
90,1.1116400000000002e-07
91,1.91796e-07
92,1.1866500000000001e-07
93,2.09981e-07
94,1.47863e-07
95,2.62145e-07
96,1.76527e-07
97,1.8289600000000003e-07
98,2.8825700000000004e-07
99,1.9020300000000003e-07
100,2.5795500000000004e-07
101,2.1181500000000002e-07
102,1.9755700000000003e-07
103,9.03556e-08
104,1.73783e-07
105,1.0131100000000001e-07
106,1.1406800000000001e-07
107,2.3368800000000002e-07
108,4.84133e-08
109,8.89271e-08
110,4.04512e-08
111,1.08341e-07
112,1.3228300000000002e-07
113,1.0127300000000001e-07
114,1.0388500000000001e-07
115,3.62744e-08
116,2.62321e-07
117,1.53392e-07
118,1.1850100000000001e-07
119,1.42303e-07
120,1.0369900000000001e-07
121,2.36526e-07
122,1.74782e-07
123,1.74904e-07
124,1.28179e-07
125,1.48236e-07
126,3.9123700000000004e-08
127,1.29771e-07
128,9.91506e-08
129,1.24272e-07
130,1.0066600000000001e-07
131,1.38783e-07
132,2.2199300000000002e-07
133,1.72939e-07
134,1.40927e-07
135,1.7212800000000002e-07
136,7.38816e-08
137,1.8764e-07
138,1.19312e-07
139,1.4271800000000002e-07
140,1.44244e-07
141,1.8581100000000002e-07
142,5.08808e-08
143,7.862409999999998e-08
144,2.3630500000000002e-07
145,1.84378e-07
146,1.51154e-07
147,8.959729999999998e-08
148,3.76367e-08
149,1.0903300000000001e-07
150,2.84231e-08
151,4.7157500000000004e-08
152,1.99086e-08
153,6.90579e-08
154,4.96717e-08
155,6.16161e-09
156,5.48015e-08
157,1.1430800000000001e-07
158,5.6178599999999995e-09
159,4.29068e-08
160,4.710641865635112e-08
161,5.09054e-08
162,7.00261e-08
163,9.15517e-08
164,8.925746702583878e-08
165,8.357027849612202e-08
166,7.62834e-08
167,6.193422150387798e-08
168,4.31313329741612e-08
169,3.37748e-08
170,4.9853500000000004e-08
171,2.23872e-08
172,4.5467200000000004e-08
173,1.7565e-08
174,3.43943e-08
175,4.94271e-08
176,8.99765e-08
177,1.85331e-07
178,6.19932e-08
179,5.15738e-08
180,5.848810664246456e-08
181,7.11927e-08
182,8.472839999999998e-08
183,6.0009e-08
184,2.32825e-08
185,5.0922600000000004e-08
186,1.1486900000000001e-07
187,7.6251e-08
188,6.616671180407033e-08
189,6.24341e-08
190,1.2467000000000002e-07
191,4.94505e-08
192,3.93931e-08
193,4.18122e-08
194,1.26583e-07
195,5.77907e-08
196,2.16292e-08
197,6.77848e-08
198,2.65056e-08
199,4.30771e-08
200,9.31444e-08
201,1.128e-07
202,1.0756700000000001e-07
203,1.46341e-07
204,8.52241e-08
205,2.0027900000000002e-07
206,1.28489e-07
207,9.069650000000001e-08
208,1.76468e-07
209,1.82228e-07
210,8.62181e-08
211,1.89908e-07
212,1.38814e-07
213,1.27932e-07
214,1.52828e-08
215,9.33984e-08
216,5.29956e-08
217,1.2250400000000002e-07
218,9.12696e-08
219,2.24847e-08
220,7.1711e-08
221,6.90417e-08
222,9.32264e-08
223,2.0957400000000002e-07
224,1.5834201619208426e-07
225,8.13816e-08
226,3.69362e-08
227,1.9432600000000002e-07
228,1.72289e-07
229,6.01254e-08
230,8.22606e-08
231,1.1287e-07
232,2.56388e-08
233,6.94621e-08
234,1.3968300000000002e-07
235,1.41322e-07
236,1.28072e-07
237,1.00068e-07
238,6.988019999999999e-09
239,1.40038e-07
240,7.718435000000002e-08
241,1.43307e-08
242,4.92441e-08
243,8.19874e-08
