epsilon,TT,L
0.1,7.90896551724138,7.175126903553299
0.2,11.825281270681668,8.49368318756074
0.3,14.557858376511227,9.791491911324146
0.4,14.957993730407523,9.415785191212368
0.5,16.475130530365487,10.22823779193206
0.6,16.150700666207214,9.873536299765808
0.7,15.284773197816676,9.346589539648107
0.7999999999999999,15.336628769154721,9.562526858616245
0.8999999999999999,15.171143847487002,9.450932378979092
0.9999999999999999,14.178519061583577,8.724517040992618
1.0999999999999999,13.463073852295409,8.206652417846646
1.2,12.781799853372434,7.733631977946244
1.3,12.336772595955427,7.356165771608065
1.4,12.382643461900281,7.332666857088451
1.5,12.759161097026965,7.570655722413954
1.5999999999999999,13.343111657195514,7.888971269694161
1.7,14.753489126906848,8.726837372947616
1.8,16.681261562857898,9.932971014492754
1.9,19.743901214737477,11.875596914411657
2.0,23.574061196105703,14.455827338129497
