type,lambda
original,2.1377889043744207
PPS_surrogate,1.1200344421258726
PPS_surrogate,1.088009680309182
PPS_surrogate,1.494351024473934
PPS_surrogate,1.272874466313353
PPS_surrogate,0.7776348276409313
PPS_surrogate,1.0172751498564836
PPS_surrogate,0.7445708956641223
PPS_surrogate,1.4004301138612176
PPS_surrogate,1.02635300067516
PPS_surrogate,1.2175577838635836
PPS_surrogate,0.835753787314872
PPS_surrogate,1.1443491529971983
PPS_surrogate,1.3492437364418288
PPS_surrogate,1.4776685498396762
PPS_surrogate,0.858451299375124
PPS_surrogate,0.7726325125157869
PPS_surrogate,0.9994110567093669
PPS_surrogate,1.1672011187441889
PPS_surrogate,1.4304487695146733
PPS_surrogate,0.832160167270143
PPS_surrogate,1.3806419966310772
PPS_surrogate,1.5465610983140838
PPS_surrogate,1.0349460192284925
PPS_surrogate,0.7475039077849464
PPS_surrogate,1.7822742261254563
PPS_surrogate,0.9196793974813766
PPS_surrogate,1.0407540017733183
PPS_surrogate,1.497251423471451
PPS_surrogate,0.8864906235126462
PPS_surrogate,1.341871981301782
PPS_surrogate,0.8709824313421736
PPS_surrogate,1.0816331454619563
PPS_surrogate,1.1200294333639838
PPS_surrogate,1.0363932205192088
PPS_surrogate,1.0777242927216248
PPS_surrogate,1.4691815462711026
PPS_surrogate,1.2248976202239295
PPS_surrogate,0.8577959277414479
PPS_surrogate,1.104601795934775
