epsilon,TT,L
0.1,4.982142857142857,11.9
0.2,7.020715630885123,8.65158371040724
0.3,8.413095238095238,9.653950953678475
0.4,9.707253886010363,9.264559068219635
0.5,11.005509641873278,9.939317319848293
0.6,12.148936170212766,10.761546723952739
0.7,13.127024291497976,11.181980374665477
0.7999999999999999,13.877146631439894,11.788446526151445
0.8999999999999999,14.406003752345216,12.053324555628704
0.9999999999999999,15.610210417385305,12.822898032200358
1.0999999999999999,16.427409261576972,13.202116402116403
1.2,16.643633324045695,13.285247432306257
1.3,17.019196314307653,13.245511482254697
1.4,17.363744075829384,13.35711560473102
1.5,17.92716270730614,13.57838606469961
1.5999999999999999,17.650131605588175,12.917596034696407
1.7,17.59731543624161,12.59070673344463
1.8,17.438644531918534,12.279197994987468
1.9,17.592968875987744,12.08790452145972
2.0,17.605190839694657,11.89919011082694
