RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.05165005838406512,0.9982440737489026,19.32706573777808,36.67741935483871,155,0.0064516129032258064,3.667427822009123,0.9947322212467077,13.251461988304094,173.90208333333334,297,0.003367003367003367
