type,lambda
original,0.6962089205244693
PPS_surrogate,0.6014795992272659
PPS_surrogate,0.6151813678074174
PPS_surrogate,0.5349720995854461
PPS_surrogate,0.37913293873115733
PPS_surrogate,0.5790066825055681
PPS_surrogate,0.4294858942648596
PPS_surrogate,0.47913105248854837
PPS_surrogate,0.5870631290287275
PPS_surrogate,0.593873861041315
PPS_surrogate,0.5224743098068275
PPS_surrogate,0.5217054058740077
PPS_surrogate,0.6017068655234425
PPS_surrogate,0.6041649185353625
PPS_surrogate,0.5695792205093178
PPS_surrogate,0.4393865419761318
PPS_surrogate,0.6255750495312751
PPS_surrogate,0.5277504612349434
PPS_surrogate,0.5357253384718157
PPS_surrogate,0.4484225072809842
PPS_surrogate,0.43470530002932
PPS_surrogate,0.5747937821125063
PPS_surrogate,0.5402710056413962
PPS_surrogate,0.5728922620561228
PPS_surrogate,0.447074290486438
PPS_surrogate,0.5283897848256569
PPS_surrogate,0.548177867985585
PPS_surrogate,0.5292285587741605
PPS_surrogate,0.6227009666647081
PPS_surrogate,0.5329033324876825
PPS_surrogate,0.5839273530114318
PPS_surrogate,0.636618420708412
PPS_surrogate,0.5218995780001249
PPS_surrogate,0.49272836185633156
PPS_surrogate,0.42602837860350196
PPS_surrogate,0.5028410532984263
PPS_surrogate,0.5641748047307541
PPS_surrogate,0.6187658700813637
PPS_surrogate,0.5068760335223816
PPS_surrogate,0.509370117478347
