epsilon,TT,L
0.1,8.432,12.571428571428571
0.2,7.260135135135135,7.1891891891891895
0.3,7.223709369024856,6.77734375
0.4,6.567179487179487,5.330783938814531
0.5,5.709406494960806,4.37487922705314
0.6,5.504092261904762,4.298996655518395
0.7,5.752944325481799,4.3726679104477615
0.7999999999999999,6.117899468737229,4.675482487491065
0.8999999999999999,6.403681575972873,4.824294410625346
0.9999999999999999,6.73168757588021,4.892551087673039
1.0999999999999999,6.992380302513363,4.957503556187767
1.2,7.15492125984252,4.923647146034099
1.3,7.389978976874562,5.0265440890845525
1.4,7.866326446621121,5.345199176655769
1.5,8.464235071687412,5.731461318051576
1.5999999999999999,8.903416311579576,5.995270851246776
1.7,9.305359162895927,6.21258895459557
1.8,9.828826355525052,6.482313575525812
1.9,10.296952279107071,6.681776806845075
2.0,10.792463996843559,6.956190813346314
