file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
pks1824-582_lc_liner.csv,5,4,0.9566533580598314,15.161799298684254,2.43568248788104,24.767277057851945,0.9936203028603477,19.63596520890104
