RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.06050295857988166,0.7569682151589242,2.6192893401015227,10,0.1,1.041867672297962,0.8904645476772616,3.2059859154929575,52.09602649006622,260,0.0038461538461538464
