epsilon,TT,L
0.1,3.3,4.4
0.2,2.923076923076923,2.967741935483871
0.3,3.225663716814159,2.896551724137931
0.4,3.304081632653061,2.856382978723404
0.5,3.4126807563959956,2.9616368286445014
0.6,3.498970487302677,2.9657228017883757
0.7,3.560125167635226,3.0
0.7999999999999999,3.7416829745596867,3.086403215003349
0.8999999999999999,3.9170971709717097,3.1474142097631708
0.9999999999999999,4.158047086067156,3.251778093883357
1.0999999999999999,4.370840427178456,3.3778763515386747
1.2,4.573911940109123,3.4505089885206846
1.3,4.848401625837636,3.5956055928817867
1.4,5.240795432171687,3.851353490580972
1.5,5.634490141850299,4.100925147182506
1.5999999999999999,6.136248948696384,4.44493449215203
1.7,6.756818740273569,4.880794701986755
1.8,7.474580413883005,5.363357843137255
1.9,8.22169618806628,5.824400818981091
2.0,8.924545232074394,6.310175774243692
