RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.030306925207756234,0.7531441942088329,4.980657640232108,49,0.02040816326530612,2.0321524093353087,0.8445451886516525,5.734856007944389,98.15004492362984,475,0.002105263157894737
