epsilon,TT,L
0.1,11.47723704866562,17.71359223300971
0.2,17.472164948453607,18.571743929359823
0.3,19.665303340149965,16.68888888888889
0.4,22.310177705977384,17.666666666666668
0.5,26.239608801955992,20.92338387869114
0.6,27.064956557716176,20.65432098765432
0.7,26.78809769521844,19.409558067831448
0.7999999999999999,27.615873977582552,19.513024282560707
0.8999999999999999,28.19607843137255,18.8396261682243
0.9999999999999999,28.393515106853354,18.434386193422338
1.0999999999999999,31.136352388022768,20.134897360703814
1.2,31.554409005628518,19.81493701259748
1.3,32.04281830539193,19.878510028653295
1.4,32.14382365779136,19.82272228320527
1.5,30.8675817521195,18.605888174171202
1.5999999999999999,30.393316689072403,18.01431209602955
1.7,32.10853322847031,19.151234567901234
1.8,33.915889744629105,20.463155291790308
1.9,36.157061431285626,21.974086550919928
2.0,37.013596770766945,22.530931871574
