file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
3c66a_lc_liner.csv,2,4,0.37135036850926034,4.777067308903095,1.9148953471489065,4.128254066937878,0.3729315134678101,4.347104821710289
