RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.05020452823836377,0.34603004291845496,2.291296625222025,9,0.1111111111111111,0.6744148488091207,0.5625670600858369,2.6085199004975124,31.272048997772828,545,0.001834862385321101
