file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
4c+01.28_lc_liner.csv,7,4,0.6531847915848892,3.9247859926675672,1.6417851951946443,4.84743691424028,0.6902844198338787,10.318087738471785
