time,original,missing,interpolated,mask
0,1.7110967433849544,1.7110967433849544,1.7110967433849544,0
1,2.4344452290902003,2.4344452290902003,2.4344452290902003,0
2,-1.7265897711059128,-1.7265897711059128,-1.7265897711059128,0
3,2.5780079838934777,,-1.3248966954281507,1
4,0.7299388891661975,,-0.9232036197503887,1
5,-0.10810821565497752,,-0.5215105440726266,1
6,1.4273907924710838,,-0.11981746839486451,1
7,-1.2303295555238354,,0.2818756072828974,1
8,0.717645164206155,,0.6835686829606595,1
9,0.4463221372134063,,1.0852617586384217,1
10,6.9399585617575115,,1.4869548343161838,1
11,2.4689346284223963,,1.888647909993946,1
12,-1.9626436751635388,,2.2903409856717074,1
13,2.69203406134947,2.69203406134947,2.69203406134947,0
14,5.857092183333025,5.857092183333025,5.857092183333025,0
15,4.497604901571563,4.497604901571563,4.497604901571563,0
16,4.858171498895351,4.858171498895351,4.858171498895351,0
17,0.5624433100232178,0.5624433100232178,0.5624433100232178,0
18,4.052214188939987,4.052214188939987,4.052214188939987,0
19,2.9168249058007776,2.9168249058007776,2.9168249058007776,0
20,6.018515029917887,6.018515029917887,6.018515029917887,0
21,8.931183963717658,8.931183963717658,8.931183963717658,0
22,7.061324343772208,7.061324343772208,7.061324343772208,0
23,7.485296158109899,7.485296158109899,7.485296158109899,0
24,7.0648910371634575,7.0648910371634575,7.0648910371634575,0
25,6.842579876407553,6.842579876407553,6.842579876407553,0
26,8.036688811143698,8.036688811143698,8.036688811143698,0
27,12.169185522720543,,9.356421145083715,1
28,13.14271551926877,,10.67615347902373,1
29,13.650296956232374,,11.995885812963746,1
30,13.725117243139696,,13.315618146903763,1
31,17.20039734321048,,14.63535048084378,1
32,13.531333418787483,,15.955082814783795,1
33,21.752599606496318,,17.27481514872381,1
34,17.142470474598028,,18.594547482663828,1
35,22.636134833567073,,19.914279816603845,1
36,21.51132524396905,,21.23401215054386,1
37,22.553744484483875,22.553744484483875,22.553744484483875,0
38,16.17504294966434,,20.635149725713955,1
39,20.375531354711644,,18.716554966944035,1
40,19.963042437559576,,16.797960208174114,1
41,16.13892356068895,,14.879365449404194,1
42,18.349728143695476,,12.960770690634275,1
43,12.759375621905116,,11.042175931864355,1
44,13.076706819783272,,9.123581173094435,1
45,10.210023619148341,,7.204986414324514,1
46,8.856522587661349,,5.286391655554596,1
47,5.334853142792437,,3.367796896784675,1
48,1.4492021380147546,1.4492021380147546,1.4492021380147546,0
49,3.1326686422493566,3.1326686422493566,3.1326686422493566,0
50,0.9690534555330652,0.9690534555330652,0.9690534555330652,0
51,0.1083336882472179,0.1083336882472179,0.1083336882472179,0
52,-4.025556742714835,-4.025556742714835,-4.025556742714835,0
53,-6.527751827414544,,-4.362177654550146,1
54,-6.460576031766823,,-4.698798566385456,1
55,-8.150914584081708,,-5.035419478220766,1
56,-5.12611695330499,,-5.3720403900560765,1
57,-9.437196684547711,,-5.708661301891387,1
58,-10.411473832228236,,-6.045282213726697,1
