RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.050067085657792526,0.9867771509167842,11.758403361344538,114,0.008771929824561403,3.1737967016452053,0.9788434414668548,10.605539637058262,150.70406732117812,476,0.0021008403361344537
