epsilon,TT,L
0.1,3.272727272727273,6.76
0.2,4.607142857142857,6.959183673469388
0.3,4.253918495297806,4.801470588235294
0.4,4.3706070287539935,4.169064748201439
0.5,4.671455938697318,3.929718875502008
0.6,4.466703662597114,3.569506726457399
0.7,4.436499068901304,3.37117903930131
0.7999999999999999,4.340651021953066,3.2577220077220077
0.8999999999999999,4.420653547571764,3.2288246881155613
0.9999999999999999,4.6139352040124715,3.2765125373821027
1.0999999999999999,5.017334777898158,3.5425230333097093
1.2,5.5056683123057235,3.828404057722532
1.3,6.077349869451697,4.142214111922141
1.4,6.753011591787256,4.506769197443951
1.5,7.534556530567844,4.977162977867203
1.5999999999999999,8.645479812755998,5.633573472811606
1.7,9.8930789035287,6.393702366626554
1.8,11.476260043827612,7.430833422488499
1.9,13.499643430201463,8.733130982955872
2.0,15.92626544440016,10.381901639344262
