RR,DET,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.04961781442901234,0.7333252338719475,3.1209927611168564,23,0.043478260869565216,1.45927089301981,0.5710727736605515,3.006395906619763,31.219587219686446,576,0.001736111111111111
