RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.04994629430719656,0.9951895868704018,19.9251936640074,27.053846153846155,219,0.0045662100456621,3.714753893664448,0.9894595359366157,16.974514563106798,237.20406360424028,532,0.0018796992481203006
