epsilon,TT,L
0.1,11.299583911234397,42.5
0.2,24.418465227817745,42.25416666666667
0.3,27.025531914893616,32.23312883435583
0.4,25.253474152306836,22.138235294117646
0.5,24.875249900039982,18.49283154121864
0.6,26.69649295313012,18.683748845798707
0.7,29.491154170176916,19.897064430041937
0.7999999999999999,34.57491098329225,22.771490750816106
0.8999999999999999,37.78022583310383,24.564794816414686
0.9999999999999999,39.140440386680986,25.17303683113273
1.0999999999999999,40.78161530286929,25.87809847198642
1.2,42.668347041655615,26.569620253164558
1.3,46.90273896031302,29.46082949308756
1.4,52.653764741457515,33.52783184118334
1.5,58.80374138496882,37.90368150684932
1.5999999999999999,59.58957654723127,38.58770806658131
1.7,60.61134521880065,39.061707523245985
1.8,63.749916079221215,41.347883597883595
1.9,65.42458290772898,42.69968482665466
2.0,66.65958176208433,43.69703872437358
