RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.03190311418685121,0.9956616052060737,31.208915824789077,42.1530612244898,269,0.0037174721189591076,3.5147182611642878,0.9943359845745963,11.412171507607193,268.65491452991455,510,0.00196078431372549
