file,tau,m,mD,mL,mEN,mTT,mLAM,mDEratio
oq334_lc_liner.csv,15,4,0.9832277747983623,31.372129115778666,3.3228065649510703,41.92003696895037,0.9943359845745963,31.208915824789077
