RR,DET,DEratio,L,L_max,DIV,L_entr,LAM,TT,W,W_max,W_div
0.053194096742003816,0.8367615599802534,15.730346245723894,4.76123595505618,12,0.08333333333333333,2.1035258469053235,0.9001151884153366,6.63030303030303,119.38055555555556,478,0.0020920502092050207
