epsilon,TT,L
0.1,6.488069414316703,13.916666666666666
0.2,9.728456913827655,10.219565217391304
0.3,12.568004793289395,10.31799591002045
0.4,14.283542039355993,11.462697814619442
0.5,15.307371349095966,11.63361344537815
0.6,15.504955947136564,10.902439024390244
0.7,14.976906318082788,9.972687771570452
0.7999999999999999,15.42942422491816,9.881561593247165
0.8999999999999999,15.696807592752373,9.87030162412993
0.9999999999999999,16.564502875924404,10.288106110023918
1.0999999999999999,16.961270333075134,10.328731492597038
1.2,17.757186081694403,10.741362671298978
1.3,18.933504998485308,11.443717529343852
1.4,19.838593327321913,12.153102648366518
1.5,20.858947368421052,12.790877464244298
1.5999999999999999,21.790862484921593,13.609751283063561
1.7,22.63645943097998,14.359174679487179
1.8,22.959882005899704,14.60696713245424
1.9,22.868701206529455,14.499622926093513
2.0,22.492559523809526,14.1136
